passenger_id	survived	passenger_class	sex	age	sibling_count	parent_count	fare	cabin	embarked	age_group
446	1	1	male	4	0	2	81.8583	A34	S	0-15
447	1	2	female	13	0	1	19.5		S	0-15
448	1	1	male	34	0	0	26.55		S	31-45
449	1	3	female	5	2	1	19.2583		C	0-15
450	1	1	male	52	0	0	30.5	C104	S	46-60
451	0	2	male	36	1	2	27.75		S	31-45
452	0	3	male	-1	1	0	19.9667		S	NaN
453	0	1	male	30	0	0	27.75	C111	C	16-30
454	1	1	male	49	1	0	89.1042	C92	C	46-60
455	0	3	male	-1	0	0	8.05		S	NaN
456	1	3	male	29	0	0	7.8958		C	16-30
457	0	1	male	65	0	0	26.55	E38	S	60+
458	1	1	female	-1	1	0	51.8625	D21	S	NaN
459	1	2	female	50	0	0	10.5		S	46-60
460	0	3	male	-1	0	0	7.75		Q	NaN
461	1	1	male	48	0	0	26.55	E12	S	46-60
462	0	3	male	34	0	0	8.05		S	31-45
463	0	1	male	47	0	0	38.5	E63	S	46-60
464	0	2	male	48	0	0	13		S	46-60
465	0	3	male	-1	0	0	8.05		S	NaN
466	0	3	male	38	0	0	7.05		S	31-45
467	0	2	male	-1	0	0	0		S	NaN
468	0	1	male	56	0	0	26.55		S	46-60
469	0	3	male	-1	0	0	7.725		Q	NaN
470	1	3	female	0.75	2	1	19.2583		C	0-15
471	0	3	male	-1	0	0	7.25		S	NaN
472	0	3	male	38	0	0	8.6625		S	31-45
473	1	2	female	33	1	2	27.75		S	31-45
474	1	2	female	23	0	0	13.7917	D	C	16-30
475	0	3	female	22	0	0	9.8375		S	16-30
476	0	1	male	-1	0	0	52	A14	S	NaN
477	0	2	male	34	1	0	21		S	31-45
478	0	3	male	29	1	0	7.0458		S	16-30
479	0	3	male	22	0	0	7.5208		S	16-30
480	1	3	female	2	0	1	12.2875		S	0-15
481	0	3	male	9	5	2	46.9		S	0-15
482	0	2	male	-1	0	0	0		S	NaN
483	0	3	male	50	0	0	8.05		S	46-60
484	1	3	female	63	0	0	9.5875		S	60+
485	1	1	male	25	1	0	91.0792	B49	C	16-30
486	0	3	female	-1	3	1	25.4667		S	NaN
487	1	1	female	35	1	0	90	C93	S	31-45
488	0	1	male	58	0	0	29.7	B37	C	46-60
489	0	3	male	30	0	0	8.05		S	16-30
490	1	3	male	9	1	1	15.9		S	0-15
491	0	3	male	-1	1	0	19.9667		S	NaN
492	0	3	male	21	0	0	7.25		S	16-30
493	0	1	male	55	0	0	30.5	C30	S	46-60
494	0	1	male	71	0	0	49.5042		C	60+
495	0	3	male	21	0	0	8.05		S	16-30
496	0	3	male	-1	0	0	14.4583		C	NaN
497	1	1	female	54	1	0	78.2667	D20	C	46-60
498	0	3	male	-1	0	0	15.1		S	NaN
499	0	1	female	25	1	2	151.55	C22 C26	S	16-30
500	0	3	male	24	0	0	7.7958		S	16-30
501	0	3	male	17	0	0	8.6625		S	16-30
502	0	3	female	21	0	0	7.75		Q	16-30
503	0	3	female	-1	0	0	7.6292		Q	NaN
504	0	3	female	37	0	0	9.5875		S	31-45
505	1	1	female	16	0	0	86.5	B79	S	16-30
506	0	1	male	18	1	0	108.9	C65	C	16-30
507	1	2	female	33	0	2	26		S	31-45
508	1	1	male	-1	0	0	26.55		S	NaN
509	0	3	male	28	0	0	22.525		S	16-30
510	1	3	male	26	0	0	56.4958		S	16-30
511	1	3	male	29	0	0	7.75		Q	16-30
512	0	3	male	-1	0	0	8.05		S	NaN
513	1	1	male	36	0	0	26.2875	E25	S	31-45
514	1	1	female	54	1	0	59.4		C	46-60
515	0	3	male	24	0	0	7.4958		S	16-30
516	0	1	male	47	0	0	34.0208	D46	S	46-60
517	1	2	female	34	0	0	10.5	F33	S	31-45
518	0	3	male	-1	0	0	24.15		Q	NaN
519	1	2	female	36	1	0	26		S	31-45
520	0	3	male	32	0	0	7.8958		S	31-45
521	1	1	female	30	0	0	93.5	B73	S	16-30
522	0	3	male	22	0	0	7.8958		S	16-30
523	0	3	male	-1	0	0	7.225		C	NaN
524	1	1	female	44	0	1	57.9792	B18	C	31-45
525	0	3	male	-1	0	0	7.2292		C	NaN
526	0	3	male	40.5	0	0	7.75		Q	31-45
527	1	2	female	50	0	0	10.5		S	46-60
528	0	1	male	-1	0	0	221.7792	C95	S	NaN
529	0	3	male	39	0	0	7.925		S	31-45
530	0	2	male	23	2	1	11.5		S	16-30
531	1	2	female	2	1	1	26		S	0-15
532	0	3	male	-1	0	0	7.2292		C	NaN
533	0	3	male	17	1	1	7.2292		C	16-30
534	1	3	female	-1	0	2	22.3583		C	NaN
535	0	3	female	30	0	0	8.6625		S	16-30
536	1	2	female	7	0	2	26.25		S	0-15
537	0	1	male	45	0	0	26.55	B38	S	31-45
538	1	1	female	30	0	0	106.425		C	16-30
539	0	3	male	-1	0	0	14.5		S	NaN
540	1	1	female	22	0	2	49.5	B39	C	16-30
541	1	1	female	36	0	2	71	B22	S	31-45
542	0	3	female	9	4	2	31.275		S	0-15
543	0	3	female	11	4	2	31.275		S	0-15
544	1	2	male	32	1	0	26		S	31-45
545	0	1	male	50	1	0	106.425	C86	C	46-60
546	0	1	male	64	0	0	26		S	60+
547	1	2	female	19	1	0	26		S	16-30
548	1	2	male	-1	0	0	13.8625		C	NaN
549	0	3	male	33	1	1	20.525		S	31-45
550	1	2	male	8	1	1	36.75		S	0-15
551	1	1	male	17	0	2	110.8833	C70	C	16-30
552	0	2	male	27	0	0	26		S	16-30
553	0	3	male	-1	0	0	7.8292		Q	NaN
554	1	3	male	22	0	0	7.225		C	16-30
555	1	3	female	22	0	0	7.775		S	16-30
556	0	1	male	62	0	0	26.55		S	60+
557	1	1	female	48	1	0	39.6	A16	C	46-60
558	0	1	male	-1	0	0	227.525		C	NaN
559	1	1	female	39	1	1	79.65	E67	S	31-45
560	1	3	female	36	1	0	17.4		S	31-45
561	0	3	male	-1	0	0	7.75		Q	NaN
562	0	3	male	40	0	0	7.8958		S	31-45
563	0	2	male	28	0	0	13.5		S	16-30
564	0	3	male	-1	0	0	8.05		S	NaN
565	0	3	female	-1	0	0	8.05		S	NaN
566	0	3	male	24	2	0	24.15		S	16-30
567	0	3	male	19	0	0	7.8958		S	16-30
568	0	3	female	29	0	4	21.075		S	16-30
569	0	3	male	-1	0	0	7.2292		C	NaN
570	1	3	male	32	0	0	7.8542		S	31-45
571	1	2	male	62	0	0	10.5		S	60+
572	1	1	female	53	2	0	51.4792	C101	S	46-60
573	1	1	male	36	0	0	26.3875	E25	S	31-45
574	1	3	female	-1	0	0	7.75		Q	NaN
575	0	3	male	16	0	0	8.05		S	16-30
576	0	3	male	19	0	0	14.5		S	16-30
577	1	2	female	34	0	0	13		S	31-45
578	1	1	female	39	1	0	55.9	E44	S	31-45
579	0	3	female	-1	1	0	14.4583		C	NaN
580	1	3	male	32	0	0	7.925		S	31-45
581	1	2	female	25	1	1	30		S	16-30
582	1	1	female	39	1	1	110.8833	C68	C	31-45
583	0	2	male	54	0	0	26		S	46-60
584	0	1	male	36	0	0	40.125	A10	C	31-45
585	0	3	male	-1	0	0	8.7125		C	NaN
586	1	1	female	18	0	2	79.65	E68	S	16-30
587	0	2	male	47	0	0	15		S	46-60
588	1	1	male	60	1	1	79.2	B41	C	46-60
589	0	3	male	22	0	0	8.05		S	16-30
590	0	3	male	-1	0	0	8.05		S	NaN
591	0	3	male	35	0	0	7.125		S	31-45
592	1	1	female	52	1	0	78.2667	D20	C	46-60
593	0	3	male	47	0	0	7.25		S	46-60
594	0	3	female	-1	0	2	7.75		Q	NaN
595	0	2	male	37	1	0	26		S	31-45
596	0	3	male	36	1	1	24.15		S	31-45
597	1	2	female	-1	0	0	33		S	NaN
598	0	3	male	49	0	0	0		S	46-60
599	0	3	male	-1	0	0	7.225		C	NaN
600	1	1	male	49	1	0	56.9292	A20	C	46-60
601	1	2	female	24	2	1	27		S	16-30
602	0	3	male	-1	0	0	7.8958		S	NaN
603	0	1	male	-1	0	0	42.4		S	NaN
604	0	3	male	44	0	0	8.05		S	31-45
605	1	1	male	35	0	0	26.55		C	31-45
606	0	3	male	36	1	0	15.55		S	31-45
607	0	3	male	30	0	0	7.8958		S	16-30
608	1	1	male	27	0	0	30.5		S	16-30
609	1	2	female	22	1	2	41.5792		C	16-30
610	1	1	female	40	0	0	153.4625	C125	S	31-45
611	0	3	female	39	1	5	31.275		S	31-45
612	0	3	male	-1	0	0	7.05		S	NaN
613	1	3	female	-1	1	0	15.5		Q	NaN
614	0	3	male	-1	0	0	7.75		Q	NaN
615	0	3	male	35	0	0	8.05		S	31-45
616	1	2	female	24	1	2	65		S	16-30
617	0	3	male	34	1	1	14.4		S	31-45
618	0	3	female	26	1	0	16.1		S	16-30
619	1	2	female	4	2	1	39	F4	S	0-15
620	0	2	male	26	0	0	10.5		S	16-30
621	0	3	male	27	1	0	14.4542		C	16-30
622	1	1	male	42	1	0	52.5542	D19	S	31-45
623	1	3	male	20	1	1	15.7417		C	16-30
624	0	3	male	21	0	0	7.8542		S	16-30
625	0	3	male	21	0	0	16.1		S	16-30
626	0	1	male	61	0	0	32.3208	D50	S	60+
627	0	2	male	57	0	0	12.35		Q	46-60
628	1	1	female	21	0	0	77.9583	D9	S	16-30
629	0	3	male	26	0	0	7.8958		S	16-30
630	0	3	male	-1	0	0	7.7333		Q	NaN
631	1	1	male	80	0	0	30	A23	S	60+
632	0	3	male	51	0	0	7.0542		S	46-60
633	1	1	male	32	0	0	30.5	B50	C	31-45
634	0	1	male	-1	0	0	0		S	NaN
635	0	3	female	9	3	2	27.9		S	0-15
636	1	2	female	28	0	0	13		S	16-30
637	0	3	male	32	0	0	7.925		S	31-45
638	0	2	male	31	1	1	26.25		S	31-45
639	0	3	female	41	0	5	39.6875		S	31-45
640	0	3	male	-1	1	0	16.1		S	NaN
641	0	3	male	20	0	0	7.8542		S	16-30
642	1	1	female	24	0	0	69.3	B35	C	16-30
643	0	3	female	2	3	2	27.9		S	0-15
644	1	3	male	-1	0	0	56.4958		S	NaN
645	1	3	female	0.75	2	1	19.2583		C	0-15
646	1	1	male	48	1	0	76.7292	D33	C	46-60
647	0	3	male	19	0	0	7.8958		S	16-30
648	1	1	male	56	0	0	35.5	A26	C	46-60
649	0	3	male	-1	0	0	7.55		S	NaN
650	1	3	female	23	0	0	7.55		S	16-30
651	0	3	male	-1	0	0	7.8958		S	NaN
652	1	2	female	18	0	1	23		S	16-30
653	0	3	male	21	0	0	8.4333		S	16-30
654	1	3	female	-1	0	0	7.8292		Q	NaN
655	0	3	female	18	0	0	6.75		Q	16-30
656	0	2	male	24	2	0	73.5		S	16-30
657	0	3	male	-1	0	0	7.8958		S	NaN
658	0	3	female	32	1	1	15.5		Q	31-45
659	0	2	male	23	0	0	13		S	16-30
660	0	1	male	58	0	2	113.275	D48	C	46-60
661	1	1	male	50	2	0	133.65		S	46-60
662	0	3	male	40	0	0	7.225		C	31-45
663	0	1	male	47	0	0	25.5875	E58	S	46-60
664	0	3	male	36	0	0	7.4958		S	31-45
665	1	3	male	20	1	0	7.925		S	16-30
666	0	2	male	32	2	0	73.5		S	31-45
667	0	2	male	25	0	0	13		S	16-30
668	0	3	male	-1	0	0	7.775		S	NaN
669	0	3	male	43	0	0	8.05		S	31-45
670	1	1	female	-1	1	0	52	C126	S	NaN
671	1	2	female	40	1	1	39		S	31-45
672	0	1	male	31	1	0	52	B71	S	31-45
673	0	2	male	70	0	0	10.5		S	60+
674	1	2	male	31	0	0	13		S	31-45
675	0	2	male	-1	0	0	0		S	NaN
676	0	3	male	18	0	0	7.775		S	16-30
677	0	3	male	24.5	0	0	8.05		S	16-30
678	1	3	female	18	0	0	9.8417		S	16-30
679	0	3	female	43	1	6	46.9		S	31-45
680	1	1	male	36	0	1	512.3292	B51 B53 B55	C	31-45
681	0	3	female	-1	0	0	8.1375		Q	NaN
682	1	1	male	27	0	0	76.7292	D49	C	16-30
683	0	3	male	20	0	0	9.225		S	16-30
684	0	3	male	14	5	2	46.9		S	0-15
685	0	2	male	60	1	1	39		S	46-60
686	0	2	male	25	1	2	41.5792		C	16-30
687	0	3	male	14	4	1	39.6875		S	0-15
688	0	3	male	19	0	0	10.1708		S	16-30
689	0	3	male	18	0	0	7.7958		S	16-30
690	1	1	female	15	0	1	211.3375	B5	S	0-15
691	1	1	male	31	1	0	57	B20	S	31-45
692	1	3	female	4	0	1	13.4167		C	0-15
693	1	3	male	-1	0	0	56.4958		S	NaN
694	0	3	male	25	0	0	7.225		C	16-30
695	0	1	male	60	0	0	26.55		S	46-60
696	0	2	male	52	0	0	13.5		S	46-60
697	0	3	male	44	0	0	8.05		S	31-45
698	1	3	female	-1	0	0	7.7333		Q	NaN
699	0	1	male	49	1	1	110.8833	C68	C	46-60
700	0	3	male	42	0	0	7.65	F G63	S	31-45
701	1	1	female	18	1	0	227.525	C62 C64	C	16-30
702	1	1	male	35	0	0	26.2875	E24	S	31-45
703	0	3	female	18	0	1	14.4542		C	16-30
704	0	3	male	25	0	0	7.7417		Q	16-30
705	0	3	male	26	1	0	7.8542		S	16-30
706	0	2	male	39	0	0	26		S	31-45
707	1	2	female	45	0	0	13.5		S	31-45
708	1	1	male	42	0	0	26.2875	E24	S	31-45
709	1	1	female	22	0	0	151.55		S	16-30
710	1	3	male	-1	1	1	15.2458		C	NaN
711	1	1	female	24	0	0	49.5042	C90	C	16-30
712	0	1	male	-1	0	0	26.55	C124	S	NaN
713	1	1	male	48	1	0	52	C126	S	46-60
714	0	3	male	29	0	0	9.4833		S	16-30
715	0	2	male	52	0	0	13		S	46-60
716	0	3	male	19	0	0	7.65	F G73	S	16-30
717	1	1	female	38	0	0	227.525	C45	C	31-45
718	1	2	female	27	0	0	10.5	E101	S	16-30
719	0	3	male	-1	0	0	15.5		Q	NaN
720	0	3	male	33	0	0	7.775		S	31-45
721	1	2	female	6	0	1	33		S	0-15
722	0	3	male	17	1	0	7.0542		S	16-30
723	0	2	male	34	0	0	13		S	31-45
724	0	2	male	50	0	0	13		S	46-60
725	1	1	male	27	1	0	53.1	E8	S	16-30
726	0	3	male	20	0	0	8.6625		S	16-30
727	1	2	female	30	3	0	21		S	16-30
728	1	3	female	-1	0	0	7.7375		Q	NaN
729	0	2	male	25	1	0	26		S	16-30
730	0	3	female	25	1	0	7.925		S	16-30
731	1	1	female	29	0	0	211.3375	B5	S	16-30
732	0	3	male	11	0	0	18.7875		C	0-15
733	0	2	male	-1	0	0	0		S	NaN
734	0	2	male	23	0	0	13		S	16-30
735	0	2	male	23	0	0	13		S	16-30
736	0	3	male	28.5	0	0	16.1		S	16-30
737	0	3	female	48	1	3	34.375		S	46-60
738	1	1	male	35	0	0	512.3292	B101	C	31-45
739	0	3	male	-1	0	0	7.8958		S	NaN
740	0	3	male	-1	0	0	7.8958		S	NaN
741	1	1	male	-1	0	0	30	D45	S	NaN
742	0	1	male	36	1	0	78.85	C46	S	31-45
743	1	1	female	21	2	2	262.375	B57 B59 B63 B66	C	16-30
744	0	3	male	24	1	0	16.1		S	16-30
745	1	3	male	31	0	0	7.925		S	31-45
746	0	1	male	70	1	1	71	B22	S	60+
747	0	3	male	16	1	1	20.25		S	16-30
748	1	2	female	30	0	0	13		S	16-30
749	0	1	male	19	1	0	53.1	D30	S	16-30
750	0	3	male	31	0	0	7.75		Q	31-45
751	1	2	female	4	1	1	23		S	0-15
752	1	3	male	6	0	1	12.475	E121	S	0-15
753	0	3	male	33	0	0	9.5		S	31-45
754	0	3	male	23	0	0	7.8958		S	16-30
755	1	2	female	48	1	2	65		S	46-60
756	1	2	male	0.67	1	1	14.5		S	0-15
757	0	3	male	28	0	0	7.7958		S	16-30
758	0	2	male	18	0	0	11.5		S	16-30
759	0	3	male	34	0	0	8.05		S	31-45
760	1	1	female	33	0	0	86.5	B77	S	31-45
761	0	3	male	-1	0	0	14.5		S	NaN
762	0	3	male	41	0	0	7.125		S	31-45
763	1	3	male	20	0	0	7.2292		C	16-30
764	1	1	female	36	1	2	120	B96 B98	S	31-45
765	0	3	male	16	0	0	7.775		S	16-30
766	1	1	female	51	1	0	77.9583	D11	S	46-60
767	0	1	male	-1	0	0	39.6		C	NaN
768	0	3	female	30.5	0	0	7.75		Q	31-45
769	0	3	male	-1	1	0	24.15		Q	NaN
770	0	3	male	32	0	0	8.3625		S	31-45
771	0	3	male	24	0	0	9.5		S	16-30
772	0	3	male	48	0	0	7.8542		S	46-60
773	0	2	female	57	0	0	10.5	E77	S	46-60
774	0	3	male	-1	0	0	7.225		C	NaN
775	1	2	female	54	1	3	23		S	46-60
776	0	3	male	18	0	0	7.75		S	16-30
777	0	3	male	-1	0	0	7.75	F38	Q	NaN
778	1	3	female	5	0	0	12.475		S	0-15
779	0	3	male	-1	0	0	7.7375		Q	NaN
780	1	1	female	43	0	1	211.3375	B3	S	31-45
781	1	3	female	13	0	0	7.2292		C	0-15
782	1	1	female	17	1	0	57	B20	S	16-30
783	0	1	male	29	0	0	30	D6	S	16-30
784	0	3	male	-1	1	2	23.45		S	NaN
785	0	3	male	25	0	0	7.05		S	16-30
786	0	3	male	25	0	0	7.25		S	16-30
787	1	3	female	18	0	0	7.4958		S	16-30
788	0	3	male	8	4	1	29.125		Q	0-15
789	1	3	male	1	1	2	20.575		S	0-15
790	0	1	male	46	0	0	79.2	B82 B84	C	46-60
791	0	3	male	-1	0	0	7.75		Q	NaN
792	0	2	male	16	0	0	26		S	16-30
793	0	3	female	-1	8	2	69.55		S	NaN
794	0	1	male	-1	0	0	30.6958		C	NaN
795	0	3	male	25	0	0	7.8958		S	16-30
796	0	2	male	39	0	0	13		S	31-45
797	1	1	female	49	0	0	25.9292	D17	S	46-60
798	1	3	female	31	0	0	8.6833		S	31-45
799	0	3	male	30	0	0	7.2292		C	16-30
800	0	3	female	30	1	1	24.15		S	16-30
801	0	2	male	34	0	0	13		S	31-45
802	1	2	female	31	1	1	26.25		S	31-45
803	1	1	male	11	1	2	120	B96 B98	S	0-15
804	1	3	male	0.42	0	1	8.5167		C	0-15
805	1	3	male	27	0	0	6.975		S	16-30
806	0	3	male	31	0	0	7.775		S	31-45
807	0	1	male	39	0	0	0	A36	S	31-45
808	0	3	female	18	0	0	7.775		S	16-30
809	0	2	male	39	0	0	13		S	31-45
810	1	1	female	33	1	0	53.1	E8	S	31-45
811	0	3	male	26	0	0	7.8875		S	16-30
812	0	3	male	39	0	0	24.15		S	31-45
813	0	2	male	35	0	0	10.5		S	31-45
814	0	3	female	6	4	2	31.275		S	0-15
815	0	3	male	30.5	0	0	8.05		S	31-45
816	0	1	male	-1	0	0	0	B102	S	NaN
817	0	3	female	23	0	0	7.925		S	16-30
818	0	2	male	31	1	1	37.0042		C	31-45
819	0	3	male	43	0	0	6.45		S	31-45
820	0	3	male	10	3	2	27.9		S	0-15
821	1	1	female	52	1	1	93.5	B69	S	46-60
822	1	3	male	27	0	0	8.6625		S	16-30
823	0	1	male	38	0	0	0		S	31-45
824	1	3	female	27	0	1	12.475	E121	S	16-30
825	0	3	male	2	4	1	39.6875		S	0-15
826	0	3	male	-1	0	0	6.95		Q	NaN
827	0	3	male	-1	0	0	56.4958		S	NaN
828	1	2	male	1	0	2	37.0042		C	0-15
829	1	3	male	-1	0	0	7.75		Q	NaN
830	1	1	female	62	0	0	80	B28		60+
831	1	3	female	15	1	0	14.4542		C	0-15
832	1	2	male	0.83	1	1	18.75		S	0-15
833	0	3	male	-1	0	0	7.2292		C	NaN
834	0	3	male	23	0	0	7.8542		S	16-30
835	0	3	male	18	0	0	8.3		S	16-30
836	1	1	female	39	1	1	83.1583	E49	C	31-45
837	0	3	male	21	0	0	8.6625		S	16-30
838	0	3	male	-1	0	0	8.05		S	NaN
839	1	3	male	32	0	0	56.4958		S	31-45
840	1	1	male	-1	0	0	29.7	C47	C	NaN
841	0	3	male	20	0	0	7.925		S	16-30
842	0	2	male	16	0	0	10.5		S	16-30
843	1	1	female	30	0	0	31		C	16-30
844	0	3	male	34.5	0	0	6.4375		C	31-45
845	0	3	male	17	0	0	8.6625		S	16-30
846	0	3	male	42	0	0	7.55		S	31-45
847	0	3	male	-1	8	2	69.55		S	NaN
848	0	3	male	35	0	0	7.8958		C	31-45
849	0	2	male	28	0	1	33		S	16-30
850	1	1	female	-1	1	0	89.1042	C92	C	NaN
851	0	3	male	4	4	2	31.275		S	0-15
852	0	3	male	74	0	0	7.775		S	60+
853	0	3	female	9	1	1	15.2458		C	0-15
854	1	1	female	16	0	1	39.4	D28	S	16-30
855	0	2	female	44	1	0	26		S	31-45
856	1	3	female	18	0	1	9.35		S	16-30
857	1	1	female	45	1	1	164.8667		S	31-45
858	1	1	male	51	0	0	26.55	E17	S	46-60
859	1	3	female	24	0	3	19.2583		C	16-30
860	0	3	male	-1	0	0	7.2292		C	NaN
861	0	3	male	41	2	0	14.1083		S	31-45
862	0	2	male	21	1	0	11.5		S	16-30
863	1	1	female	48	0	0	25.9292	D17	S	46-60
864	0	3	female	-1	8	2	69.55		S	NaN
865	0	2	male	24	0	0	13		S	16-30
866	1	2	female	42	0	0	13		S	31-45
867	1	2	female	27	1	0	13.8583		C	16-30
868	0	1	male	31	0	0	50.4958	A24	S	31-45
869	0	3	male	-1	0	0	9.5		S	NaN
870	1	3	male	4	1	1	11.1333		S	0-15
871	0	3	male	26	0	0	7.8958		S	16-30
872	1	1	female	47	1	1	52.5542	D35	S	46-60
873	0	1	male	33	0	0	5	B51 B53 B55	S	31-45
874	0	3	male	47	0	0	9		S	46-60
875	1	2	female	28	1	0	24		C	16-30
876	1	3	female	15	0	0	7.225		C	0-15
877	0	3	male	20	0	0	9.8458		S	16-30
878	0	3	male	19	0	0	7.8958		S	16-30
879	0	3	male	-1	0	0	7.8958		S	NaN
880	1	1	female	56	0	1	83.1583	C50	C	46-60
881	1	2	female	25	0	1	26		S	16-30
882	0	3	male	33	0	0	7.8958		S	31-45
883	0	3	female	22	0	0	10.5167		S	16-30
884	0	2	male	28	0	0	10.5		S	16-30
885	0	3	male	25	0	0	7.05		S	16-30
886	0	3	female	39	0	5	29.125		Q	31-45
887	0	2	male	27	0	0	13		S	16-30
888	1	1	female	19	0	0	30	B42	S	16-30
889	0	3	female	-1	1	2	23.45		S	NaN
890	1	1	male	26	0	0	30	C148	C	16-30
891	0	3	male	32	0	0	7.75		Q	31-45